,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,param_min_impurity_decrease,param_max_depth,param_min_samples_split,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
49,0.0004863739013671875,4.1745180089437436e-05,0.0001346588134765625,2.8506727557440037e-06,entropy,0.01,,,"{'criterion': 'entropy', 'min_impurity_decrease': 0.01}",0.8,0.8,0.79375,0.79375,0.79375,0.79625,0.003061862178479016,10,0.796875,0.796875,0.8109375,0.7984375,0.803125,0.8012499999999999,0.00535825881233819
50,0.001121854782104492,2.8673182210702826e-05,0.00015268325805664062,7.062343056325386e-06,gini,0.0,,,"{'criterion': 'gini', 'min_impurity_decrease': 0.0}",0.625,0.64375,0.68125,0.65,0.68125,0.65625,0.022008521077073764,121,1.0,1.0,1.0,1.0,1.0,1.0,0.0
51,0.001129007339477539,3.0501778804384496e-05,0.00016040802001953124,1.8119812011718751e-06,gini,0.00010204081632653062,,,"{'criterion': 'gini', 'min_impurity_decrease': 0.00010204081632653062}",0.60625,0.6375,0.6875,0.65625,0.69375,0.65625,0.032355447763861976,121,1.0,1.0,1.0,1.0,0.9984375,0.9996875,0.0006250000000000089
52,0.0011086463928222656,3.99690810960691e-05,0.00015387535095214843,5.298259522732104e-06,gini,0.00020408163265306123,,,"{'criterion': 'gini', 'min_impurity_decrease': 0.00020408163265306123}",0.61875,0.65625,0.7125,0.66875,0.69375,0.67,0.03221024681681281,108,0.9984375,0.996875,0.99375,1.0,0.9953125,0.996875,0.0022097086912079454
53,0.0011007308959960938,3.9326029842958334e-05,0.00015234947204589844,4.780277646962028e-06,gini,0.0003061224489795918,,,"{'criterion': 'gini', 'min_impurity_decrease': 0.0003061224489795918}",0.625,0.65625,0.7,0.66875,0.69375,0.66875,0.027099354235848482,111,0.990625,0.9828125,0.9875,0.996875,0.990625,0.9896874999999999,0.004592793267718446
54,0.0010908126831054687,3.0199418986957705e-05,0.0001502513885498047,3.848521952434744e-06,gini,0.00040816326530612246,,,"{'criterion': 'gini', 'min_impurity_decrease': 0.00040816326530612246}",0.61875,0.65625,0.7,0.68125,0.69375,0.67,0.029685855217594776,108,0.990625,0.98125,0.9828125,0.984375,0.9859375,0.985,0.0032173844190584444
55,0.0010551929473876954,2.7230867141949153e-05,0.00015320777893066407,4.512603059509651e-06,gini,0.0005102040816326531,,,"{'criterion': 'gini', 'min_impurity_decrease': 0.0005102040816326531}",0.63125,0.66875,0.7125,0.68125,0.6625,0.6712499999999999,0.02639839010242861,107,0.9796875,0.975,0.9796875,0.975,0.96875,0.9756250000000002,0.004026280852101621
56,0.0011153697967529296,3.420933593459231e-05,0.0001826763153076172,2.657715969985164e-05,gini,0.0006122448979591836,,,"{'criterion': 'gini', 'min_impurity_decrease': 0.0006122448979591836}",0.66875,0.65,0.725,0.725,0.70625,0.6950000000000001,0.030465144017384847,100,0.9734375,0.9671875,0.9671875,0.9640625,0.95,0.9643750000000001,0.007806247497998
57,0.0012370109558105468,0.0001689194270061409,0.0003108501434326172,0.0001364976995032852,gini,0.0007142857142857143,,,"{'criterion': 'gini', 'min_impurity_decrease': 0.0007142857142857143}",0.66875,0.675,0.68125,0.69375,0.71875,0.6875,0.017677669529663688,104,0.95,0.965625,0.9703125,0.9515625,0.9390625,0.9553125,0.011293319374745403
58,0.001084136962890625,0.0001173328924825272,0.00016984939575195312,1.7441814205982896e-05,gini,0.0008163265306122449,,,"{'criterion': 'gini', 'min_impurity_decrease': 0.0008163265306122449}",0.68125,0.69375,0.69375,0.7625,0.7375,0.7137499999999999,0.030973779233409663,95,0.946875,0.9609375,0.9625,0.9453125,0.93125,0.9493750000000001,0.011464960204902586
59,0.001046609878540039,2.9922965953844234e-05,0.0001876354217529297,5.581358058553084e-05,gini,0.0009183673469387756,,,"{'criterion': 'gini', 'min_impurity_decrease': 0.0009183673469387756}",0.69375,0.78125,0.70625,0.7125,0.74375,0.7275,0.03152380053229623,92,0.93125,0.921875,0.9578125,0.9390625,0.9203125,0.9340624999999999,0.013671651783892088
60,0.0009452342987060547,2.936697560201189e-05,0.0001511096954345703,7.520434032005701e-06,gini,0.0010204081632653062,,,"{'criterion': 'gini', 'min_impurity_decrease': 0.0010204081632653062}",0.725,0.78125,0.71875,0.75625,0.74375,0.745,0.0225,86,0.8859375,0.91875,0.9390625,0.93125,0.9171875,0.9184374999999999,0.018151919664322
61,0.0009166717529296875,3.05702083471187e-05,0.00016112327575683593,1.822952883667873e-05,gini,0.0011224489795918367,,,"{'criterion': 'gini', 'min_impurity_decrease': 0.0011224489795918367}",0.74375,0.7875,0.75625,0.70625,0.75,0.74875,0.026040833319999547,84,0.8703125,0.9078125,0.9,0.9171875,0.890625,0.8971875,0.016038284275445427
62,0.0008537769317626953,4.492074306438009e-05,0.00014843940734863282,5.036447878460271e-06,gini,0.0012244897959183673,,,"{'criterion': 'gini', 'min_impurity_decrease': 0.0012244897959183673}",0.75,0.7875,0.7625,0.725,0.74375,0.7537499999999999,0.02076655965729518,82,0.8578125,0.8890625,0.903125,0.890625,0.8921875,0.8865624999999999,0.015200483133769135
63,0.0008164405822753906,7.306595551274132e-05,0.00015292167663574218,8.135071110599288e-06,gini,0.001326530612244898,,,"{'criterion': 'gini', 'min_impurity_decrease': 0.001326530612244898}",0.75,0.79375,0.7625,0.75,0.74375,0.76,0.017940875118009132,79,0.8578125,0.88125,0.9,0.884375,0.890625,0.8828125,0.014045128158902659
64,0.0008680343627929688,6.404393463580314e-05,0.0001971721649169922,4.330012229009691e-05,gini,0.0014285714285714286,,,"{'criterion': 'gini', 'min_impurity_decrease': 0.0014285714285714286}",0.7375,0.8,0.7875,0.75,0.7625,0.7675000000000001,0.023184046238739257,75,0.8578125,0.878125,0.8765625,0.88125,0.8796875,0.8746875,0.008580956386091243
65,0.0008202075958251953,8.701127119891131e-05,0.00017375946044921874,2.0623634311903603e-05,gini,0.0015306122448979593,,,"{'criterion': 'gini', 'min_impurity_decrease': 0.0015306122448979593}",0.75,0.79375,0.7875,0.76875,0.78125,0.7762499999999999,0.015512092057488552,70,0.8546875,0.875,0.85625,0.8625,0.8640625,0.8625,0.007194290270763333
